"Order  #","Ext","Customer Code","Ship To","Ship To Name","Location","Customer PO No","Carrier","FOB","Attention","Tax Code","Terms","Currency","Total Order Amt","Total Tax","Total Discount","Freight Amt","Total Invoice","Invoice No","Invoice Date","Enter Date","Sch Ship Date","Ship Date","Status","Who Enter","Blanket","Multiple Ship To","Customer Name (from master)"
"1971862","0","C0001762","1769NC","Bill","NYC","6893251","Kubra","DEST","","E7","N45","USD","374.95","0","0","0","374.95","INV0216316","2025-08-04","2025-08-01 8:17","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Vertex Liberty and Edison"
"1971747","0","C0001762","1770NC","Letter","NYC","6892932","Kubra","DEST","","E7","N45","USD","0.87","0","0","0","0.87","INV0217122","2025-09-03","2025-08-01 6:53","2025-08-01 6:53","2025-08-31","Shipped/Transferred","sa","No","No","Vertex Liberty and Edison"
"1972313","0","C0001765","2007NC","Access Letters","NYC","6894098","Kubra","DEST","","E7","N0","USD","26.54","0.24","0","0","26.78","INV0217123","2025-09-03","2025-08-01 22:26","2025-08-01 22:26","2025-08-31","Shipped/Transferred","sa","No","No","South Jersey Gas"
"1972322","0","C0001790","2922NC","Bills and Letters","NYC","6894050","Kubra","DEST","","E7","N0","USD","1951.92","110.87","0","0","2062.79","INV0217125","2025-09-03","2025-08-01 23:01","2025-08-01 23:01","2025-08-31","Shipped/Transferred","sa","No","No","Indianapolis Power & Light Company"
"1972221","0","C0001790","2922NC","Bills and Letters","NYC","6893918","Kubra","DEST","","E7","N0","USD","5.81","0.07","0","0","5.88","INV0217125","2025-09-03","2025-08-01 20:04","2025-08-01 20:04","2025-08-31","Shipped/Transferred","sa","No","No","Indianapolis Power & Light Company"
"1971990","0","C0001790","2922NC","Bills and Letters","NYC","6893526","Kubra","DEST","","E7","N0","USD","0.01","0","0","0","0.01","INV0217125","2025-09-03","2025-08-01 11:02","2025-08-01 11:02","2025-08-31","Shipped/Transferred","sa","No","No","Indianapolis Power & Light Company"
"1971506","0","C0001790","2922NC","Bills and Letters","NYC","6892199","Kubra","DEST","","E7","N0","USD","4301.04","245.51","0","0","4546.55","INV0217125","2025-09-03","2025-08-01 1:11","2025-08-01 1:11","2025-08-31","Shipped/Transferred","sa","No","No","Indianapolis Power & Light Company"
"1972202","0","C0001792","1980NC","Cleveland NEORSD","NYC","6893883","Kubra","DEST","","E7","N0","USD","0","0","0","0","0","INV0217128","2025-09-03","2025-08-01 19:17","2025-08-01 19:17","2025-08-31","Shipped/Transferred","sa","No","No","Cleveland NEORSD"
"1972128","0","C0001792","3392NC","Cleveland NEORSD","NYC","6893745","Kubra","DEST","","E7","N0","USD","0","0","0","0","0","INV0217129","2025-09-03","2025-08-01 16:20","2025-08-01 16:20","2025-08-31","Shipped/Transferred","sa","No","No","Cleveland NEORSD"
"1971871","0","C0001792","1889NC","i-Doxs","NYC","6893267","Kubra","DEST","","E","N0","USD","16008.35","0","0","0","16008.35","INV0216561","2025-08-04","2025-08-01 8:24","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Cleveland NEORSD"
"1971716","0","C0001792","1890NC","e-LockBox Remit","NYC","6892772","Kubra","DEST","","E7","N0","USD","0","0","0","0","0","INV0217127","2025-09-03","2025-08-01 5:22","2025-08-01 5:22","2025-08-31","Shipped/Transferred","sa","No","No","Cleveland NEORSD"
"1971492","0","C0001797","1899DL","Invoice","DAL","5025821","Kubra","DEST","","E","N0","USD","350","0","0","0","350","INV0215764","2025-08-01 3:25","2025-08-01 1:02","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Eaton Form - R&L Carriers"
"1971501","0","C0001801","2083DL","PS","DAL","5025832","Kubra","DEST","","E","N0","USD","0","0","0","0","0","INV0215910","2025-08-04 2:16","2025-08-01 1:07","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Vertex"
"1971984","0","C0001805","3290DL","PDF Reports","DAL","6892499","Kubra","DEST","","E","N0","USD","0","0","0","0","0","INV0216732","2025-09-01","2025-08-01 10:57","2025-08-01 10:57","2025-08-31","Shipped/Transferred","sa","No","No","Eaton Form - R&L Carriers"
"1971935","0","C0001805","3283DL","Color Invoice","DAL","6892904","Kubra","DEST","","E","N0","USD","5406.93","0","0","0","5406.93","INV0216638","2025-08-10","2025-08-01 9:35","2025-08-01 9:35","2025-08-11","Shipped/Transferred","sa","No","No","Eaton Form - R&L Carriers"
"1971505","0","C0001805","3283DL","Color Invoice","DAL","","Kubra","DEST","","E","N0","USD","2543.9","0","0","0","2543.9","INV0215762","2025-08-01","2025-08-01 1:10","2025-07-31","2025-07-31","Shipped/Transferred","rahmed","No","No","Eaton Form - R&L Carriers"
"1971792","0","C0001809","1971NC","i-Doxs","NYC","6893162","Kubra","DEST","","E","N0","USD","17929.81","0","0","0","17929.81","INV0216534","2025-08-04","2025-08-01 7:31","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Aquarion water Company of Connecticut"
"1971572","0","C0001826","1390DL","Letters","DAL","6892387","KUBRA","DEST","","E","N0","USD","464.14","0","0","0","464.14","INV0217132","2025-09-03","2025-08-01 1:42","2025-08-01 1:42","2025-08-31","Shipped/Transferred","sa","No","No","Lakeland Electric"
"1972100","0","C0001828","2026NC","City of Seattle SPU","NYC","","Kubra","DEST","","E","N0","USD","7677.08","0","0","0","7677.08","INV0215925","2025-08-04 2:23","2025-08-01 15:26","2025-07-31","2025-07-31","Shipped/Transferred","FMarquez","No","No","City of Seattle"
"1971469","0","C0001828","2026NC","-City of Seattle SPU-","NYC","5025788","Kubra","DEST","","E","N0","USD","0","0","0","0","0","INV0215886","2025-08-04 2:15","2025-08-01 0:51","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","City of Seattle"
"1971876","0","C0001829","2039NC","i-doxs","NYC","6893276","Kubra","DEST","","E","N0","USD","1.59","0","0","0","1.59","INV0216431","2025-08-04","2025-08-01 8:27","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Ohio National New Business"
"1972099","0","C0001830","2058NC","PPATCH","NYC","","Kubra","DEST","","E","N0","USD","2.08","0","0","0","2.08","INV0215924","2025-08-04 2:23","2025-08-01 15:26","2025-07-31","2025-07-31","Shipped/Transferred","FMarquez","No","No","City of Seattle"
"1972323","0","C0001834","2008NC","Letters","NYC","6894099","Kubra","DEST","","E7","N0","USD","0","0","0","0","0","INV0217134","2025-09-03","2025-08-01 23:01","2025-08-01 23:01","2025-08-31","Shipped/Transferred","sa","No","No","South Jersey Gas"
"1972324","0","C0001835","2008NC","Discontinuance Letters","NYC","6894099","Kubra","DEST","","E","N0","USD","925.51","0","0","0","925.51","INV0217135","2025-09-03","2025-08-01 23:01","2025-08-01 23:01","2025-08-31","Shipped/Transferred","sa","No","No","South Jersey Gas"
"1972242","0","C0001842","2060DL","iDoxs","DAL","","Kubra","DEST","","E","N0","USD","6254.57","0","0","0","6254.57","INV0215945","2025-08-04 2:24","2025-08-01 20:44","2025-07-31","2025-07-31","Shipped/Transferred","FMarquez","No","No","Colorado Springs Utilities"
"1972012","0","C0001842","2060DL","iDoxs","DAL","6893203","Kubra","DEST","","E","N0","USD","0","0","0","0","0","INV0216444","2025-08-04","2025-08-01 13:03","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Colorado Springs Utilities"
"1971826","0","C0001842","2060DL","iDoxs","DAL","6893202","Kubra","DEST","","E","N0","USD","0","0","0","0","0","INV0216444","2025-08-04","2025-08-01 7:52","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Colorado Springs Utilities"
"1971825","0","C0001842","2060DL","iDoxs","DAL","6893201","Kubra","DEST","","E","N0","USD","0","0","0","0","0","INV0216444","2025-08-04","2025-08-01 7:51","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Colorado Springs Utilities"
"1971822","0","C0001842","2060DL","iDoxs","DAL","6893198","Kubra","DEST","","E","N0","USD","3287.25","0","0","0","3287.25","INV0216444","2025-08-04","2025-08-01 7:49","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Colorado Springs Utilities"
"1971711","0","C0001842","3190DL","Notice","DAL","6892681","Kubra","DEST","","E","N0","USD","104.09","0","0","0","104.09","INV0217138","2025-09-03","2025-08-01 5:22","2025-08-01 5:22","2025-08-31","Shipped/Transferred","sa","No","No","Colorado Springs Utilities"
"1971664","0","C0001842","3203DL","Letter","DAL","6892680","Kubra","DEST","","E","N0","USD","871.4","0","0","0","871.4","INV0217139","2025-09-03","2025-08-01 3:15","2025-08-01 3:15","2025-08-31","Shipped/Transferred","sa","No","No","Colorado Springs Utilities"
"1971571","0","C0001858","12806DL","DTMLetter","DAL","6892386","Kubra","DEST","","E","N0","USD","26.69","0","0","0","26.69","INV0217140","2025-09-03","2025-08-01 1:41","2025-08-01 1:41","2025-08-31","Shipped/Transferred","sa","No","No","Florida Public Utilities"
"1972178","0","C0001859","2299DL","Cal Water - Invoice","DAL","6892438","KUBRA","DEST","","E14","N0","USD","11651.87","189.32","0","0","11841.19","INV0217142","2025-09-03","2025-08-01 18:30","2025-08-01 18:30","2025-08-31","Shipped/Transferred","sa","No","No","California Water Service Company"
"1972102","0","C0001859","2392LA","Termination/Final Bill","LA","6892467","KUBRA","DEST","","E9","N0","USD","3.35","0.04","0","0","3.39","INV0217143","2025-09-03","2025-08-01 15:30","2025-08-01 15:30","2025-08-31","Shipped/Transferred","sa","No","No","California Water Service Company"
"1971868","0","C0001863","2061NC","AdSales","NYC","6893263","Kubra","DEST","","E","N0","USD","0","0","0","0","0","INV0216402","2025-08-04","2025-08-01 8:21","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Midcontinent Communications"
"1972267","0","C0001872","2123DL","Invoice","DAL","6894010","Kubra","DEST","","E","N0","USD","1.2","0","0","0","1.2","INV0216764","2025-09-02","2025-08-01 21:32","2025-08-01 21:32","2025-08-31","Shipped/Transferred","sa","No","No","Cox Graphic Services"
"1971956","0","C0001877","2122DL","XPress Global Systems","DAL","6893403","Kubra","DEST","","E","N0","USD","102.21","0","0","0","102.21","INV0216767","2025-09-02","2025-08-01 9:48","2025-08-01 9:48","2025-08-31","Shipped/Transferred","sa","No","No","Cox Graphic Services"
"1971866","0","C0001879","2140NC","idoxs","NYC","6893260","Kubra","DEST","","E","N0","USD","8279.41","0","0","0","8279.41","INV0216067","2025-08-04","2025-08-01 8:20","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","The Metropolitan District"
"1971756","0","C0001879","2950NC","PDF Bill","NYC","6892988","Kubra","DEST","","E","N0","USD","161.89","0","0","0","161.89","INV0217147","2025-09-03","2025-08-01 6:53","2025-08-01 6:53","2025-08-31","Shipped/Transferred","sa","No","No","The Metropolitan District"
"1972085","0","C0001880","2213NC","idoxs","NYC","6893631","Kubra","DEST","","E","N0","USD","0","0","0","0","0","INV0217150","2025-09-03","2025-08-01 14:02","2025-08-01 14:02","2025-08-31","Shipped/Transferred","sa","No","No","Middlesex Water Company"
"1972083","0","C0001880","2212NC","idoxs","NYC","6893629","Kubra","DEST","","E","N0","USD","0","0","0","0","0","INV0217149","2025-09-03","2025-08-01 14:01","2025-08-01 14:01","2025-08-31","Shipped/Transferred","sa","No","No","Middlesex Water Company"
"1971869","0","C0001880","2212NC","idoxs","NYC","6893264","Kubra","DEST","","E","N0","USD","3236.36","0","0","0","3236.36","INV0216036","2025-08-04","2025-08-01 8:22","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Middlesex Water Company"
"1971798","0","C0001880","2212NC","idoxs","NYC","","Kubra","DEST","","E","N0","USD","618.15","0","0","0","618.15","INV0215914","2025-08-04 2:17","2025-08-01 7:34","2025-07-31","2025-07-31","Shipped/Transferred","FMarquez","No","No","Middlesex Water Company"
"1971484","0","C0001880","2212NC","idoxs","NYC","5025811","Kubra","DEST","","E","N0","USD","4500","0","0","0","4500","INV0215899","2025-08-04 2:16","2025-08-01 0:57","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Middlesex Water Company"
"1971870","0","C0001881","2116NC","i-doxs","NYC","6893266","Kubra","DEST","","E","N45","USD","20668.76","0","0","0","20668.76","INV0216066","2025-08-04","2025-08-01 8:23","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Vertex - MSD"
"1972209","0","C0001891","2131LA","Customer Bill","LA","","Kubra","DEST","","E13","N0","USD","8573.62","0","0","0","8573.62","INV0215942","2025-08-04 2:24","2025-08-01 19:25","2025-07-31","2025-07-31","Shipped/Transferred","FMarquez","No","No","Sacramento Municipal Utility District"
"1972034","0","C0001891","2138LA","idoxs","LA","6893318","Kubra","DEST","","E13","N0","USD","77090.91","0","0","0","77090.91","INV0216449","2025-08-04","2025-08-01 13:15","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Sacramento Municipal Utility District"
"1971961","0","C0001891","3163LA","ReprintPDF","LA","6893418","Kubra","DEST","","E13","N0","USD","32.19","0.89","0","0","33.08","INV0217159","2025-09-03","2025-08-01 9:50","2025-08-01 9:50","2025-08-31","Shipped/Transferred","sa","No","No","Sacramento Municipal Utility District"
"1971940","0","C0001891","3101LA","Bill AFP","LA","6892961","Kubra","DEST","","E13","N0","USD","3742.38","275.2","0","0","4017.58","INV0217158","2025-09-03","2025-08-01 9:37","2025-08-01 9:37","2025-08-31","Shipped/Transferred","sa","No","No","Sacramento Municipal Utility District"
"1971732","0","C0001891","2132LA","SD Bill","LA","6892913","Kubra","DEST","","E13","N0","USD","0.07","0.01","0","0","0.08","INV0217153","2025-09-03","2025-08-01 6:06","2025-08-01 6:06","2025-08-31","Shipped/Transferred","sa","No","No","Sacramento Municipal Utility District"
"1971730","0","C0001891","2133LA","Collective Bills","LA","6892910","Kubra","DEST","","E13","N0","USD","93.77","3.25","0","0","97.02","INV0217154","2025-09-03","2025-08-01 6:06","2025-08-01 6:06","2025-08-31","Shipped/Transferred","sa","No","No","Sacramento Municipal Utility District"
"1972320","0","C0001895","2174DL","Reprint Color","DAL","","Kubra","DEST","","E14","N0","USD","602.34","0","0","0","602.34","INV0216142","2025-08-04","2025-08-01 22:48","2025-07-31","2025-07-31","Shipped/Transferred","FMarquez","No","No","Puget Sound Energy Inc"
"1972054","0","C0001895","2172DL","Notice","DAL","6893462","Kubra","DEST","","E14","N0","USD","305.06","25.05","0","0","330.11","INV0217161","2025-09-03","2025-08-01 13:44","2025-08-01 13:44","2025-08-31","Shipped/Transferred","sa","No","No","Puget Sound Energy Inc"
"1972052","0","C0001895","2173DL","Letter","DAL","6893443","Kubra","DEST","","E14","N0","USD","83.15","6.85","0","0","90","INV0217162","2025-09-03","2025-08-01 13:43","2025-08-01 13:43","2025-08-31","Shipped/Transferred","sa","No","No","Puget Sound Energy Inc"
"1972049","0","C0001895","2171DL","Bill","DAL","6893425","Kubra","DEST","","E14","N0","USD","3518.42","286.9","0","0","3805.32","INV0217160","2025-09-03","2025-08-01 13:42","2025-08-01 13:42","2025-08-31","Shipped/Transferred","sa","No","No","Puget Sound Energy Inc"
"1971971","0","C0001895","2174DL","Reprint Color","DAL","6893451","Kubra","DEST","","E14","N0","USD","32.62","2.07","0","0","34.69","INV0217163","2025-09-03","2025-08-01 9:56","2025-08-01 9:56","2025-08-31","Shipped/Transferred","sa","No","No","Puget Sound Energy Inc"
"1971888","0","C0001915","771NC","Portland - idoxs Suite","NYC","6893294","Kubra","DEST","","E","N0","USD","3.36","0","0","0","3.36","INV0216166","2025-08-04","2025-08-01 8:35","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Recology Portland"
"1971887","0","C0001915","771NC","Portland - idoxs Suite","NYC","6893293","Kubra","DEST","","E","N0","USD","31.77","0","0","0","31.77","INV0216166","2025-08-04","2025-08-01 8:34","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Recology Portland"
"1971897","0","C0001916","2258NC","-City of Seattle RRC","NYC","6893306","Kubra","DEST","","E","N0","USD","255.72","0","0","0","255.72","INV0216347","2025-08-04","2025-08-01 8:41","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","City of Seattle"
"1972356","0","C0001939","2309NC","Bill","NYC","6894150","Kubra","DEST","","E7","N0","USD","10.04","0.13","0","0","10.17","INV0217169","2025-09-03","2025-08-01 23:14","2025-08-01 23:14","2025-08-31","Shipped/Transferred","sa","No","No","Upper Peninsula Power Company"
"1972349","0","C0001939","2309NC","Bill","NYC","6894130","Kubra","DEST","","E7","N0","USD","68.6","0.51","0","0","69.11","INV0217169","2025-09-03","2025-08-01 23:11","2025-08-01 23:11","2025-08-31","Shipped/Transferred","sa","No","No","Upper Peninsula Power Company"
"1972153","0","C0001939","2309NC","Bill","NYC","","Kubra","DEST","","E7","N0","USD","333.4","0","0","0","333.4","INV0216161","2025-08-04","2025-08-01 17:23","2025-07-31","2025-07-31","Shipped/Transferred","FMarquez","No","No","Upper Peninsula Power Company"
"1972047","0","C0001939","2316NC","Letters","NYC","6893391","Kubra","DEST","","E7","N0","USD","21.25","0.1","0","0","21.35","INV0217170","2025-09-03","2025-08-01 13:41","2025-08-01 13:41","2025-08-31","Shipped/Transferred","sa","No","No","Upper Peninsula Power Company"
"1971966","0","C0001939","2309NC","Bill","NYC","6893426","Kubra","DEST","","E7","N0","USD","0.86","0","0","0","0.86","INV0217169","2025-09-03","2025-08-01 9:52","2025-08-01 9:52","2025-08-31","Shipped/Transferred","sa","No","No","Upper Peninsula Power Company"
"1971955","0","C0001939","2309NC","Bill","NYC","6893402","Kubra","DEST","","E7","N0","USD","0.92","0.01","0","0","0.93","INV0217169","2025-09-03","2025-08-01 9:48","2025-08-01 9:48","2025-08-31","Shipped/Transferred","sa","No","No","Upper Peninsula Power Company"
"1971928","0","C0001939","2316NC","Letters","NYC","6892026","Kubra","DEST","","E7","N0","USD","11.44","0.05","0","0","11.49","INV0217170","2025-09-03","2025-08-01 9:30","2025-08-01 9:30","2025-08-31","Shipped/Transferred","sa","No","No","Upper Peninsula Power Company"
"1971918","0","C0001939","2309NC","Bill","NYC","6893337","Kubra","DEST","","E7","N0","USD","4343.04","0","0","0","4343.04","INV0216161","2025-08-04","2025-08-01 8:55","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Upper Peninsula Power Company"
"1971639","0","C0001939","2309NC","Bill","NYC","6892570","Kubra","DEST","","E7","N0","USD","183.25","3.24","0","0","186.49","INV0217169","2025-09-03","2025-08-01 2:46","2025-08-01 2:46","2025-08-31","Shipped/Transferred","sa","No","No","Upper Peninsula Power Company"
"1971568","0","C0001939","2309NC","Bill","NYC","6892364","Kubra","DEST","","E7","N0","USD","249.05","2.49","0","0","251.54","INV0217169","2025-09-03","2025-08-01 1:39","2025-08-01 1:39","2025-08-31","Shipped/Transferred","sa","No","No","Upper Peninsula Power Company"
"1972312","0","C0001940","3142NC","Pacific Gas and Electric Customer Fund M","NYC","6894097","Kubra","DEST","","E7","N0","USD","0","0","0","0","0","INV0217171","2025-09-03","2025-08-01 22:26","2025-08-01 22:26","2025-08-31","Shipped/Transferred","sa","No","No","Citibank, NA"
"1971877","0","C0001940","2286NC","PG&E Customer Fund Management","NYC","6893279","Kubra","DEST","","E","N0","USD","0","0","0","0","0","INV0216164","2025-08-04","2025-08-01 8:27","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Citibank, NA"
"1971643","0","C0001940","3143NC","Pacific Gas and Electric Customer Fund M","NYC","6892598","Kubra","DEST","","E7","N0","USD","0","0","0","0","0","INV0217172","2025-09-03","2025-08-01 2:48","2025-08-01 2:48","2025-08-31","Shipped/Transferred","sa","No","No","Citibank, NA"
"1972041","0","C0001943","2288NC","Invoice","NYC","","Kubra","DEST","","E7","N0","USD","4.25","0","0","0","4.25","INV0216417","2025-08-04","2025-08-01 13:20","2025-07-31","2025-07-31","Shipped/Transferred","FMarquez","No","No","Avant Media LLC"
"1972016","0","C0001946","2510LA","iDoxs","LA","6893229","Kubra","DEST","","E","N0","USD","6547.56","0","0","0","6547.56","INV0216037","2025-08-04","2025-08-01 13:05","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","East Bay Municipal Utility District"
"1971979","0","C0001946","2510NC","Convenience Fees","NYC","6893489","Kubra","DEST","","E","N0","USD","0","0","0","0","0","INV0217175","2025-09-03","2025-08-01 10:21","2025-08-01 10:21","2025-08-31","Shipped/Transferred","sa","No","No","East Bay Municipal Utility District"
"1971832","0","C0001947","2409DL","idoxs Hawaii","DAL","6893213","Kubra","DEST","","E14","N0","USD","42.97","3.55","0","0","46.52","INV0216480","2025-08-04","2025-08-01 7:56","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","California Water Service Company"
"1971923","0","C0001948","2351DL","idoxs","DAL","6893347","Kubra","DEST","","E14","N0","USD","1407.33","116.1","0","0","1523.43","INV0216277","2025-08-04","2025-08-01 8:59","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","WCA Waste Corporation"
"1971503","0","C0001948","2337DL","Invoice","DAL","5025834","Kubra","DEST","","E14","N0","USD","900","74.25","0","0","974.25","INV0215912","2025-08-04 2:16","2025-08-01 1:08","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","WCA Waste Corporation"
"1972180","0","C0001950","2299LA","Hawaii - Invoice","LA","6892438","KUBRA","DEST","","E9","N0","USD","2.12","0.06","0","0","2.18","INV0217181","2025-09-03","2025-08-01 18:30","2025-08-01 18:30","2025-08-31","Shipped/Transferred","sa","No","No","California Water Service Company"
"1972181","0","C0001951","2299LA","Washington - Invoice","LA","6892438","KUBRA","DEST","","E9","N0","USD","37.47","1.22","0","0","38.69","INV0217182","2025-09-03","2025-08-01 18:30","2025-08-01 18:30","2025-08-31","Shipped/Transferred","sa","No","No","California Water Service Company"
"1971856","0","C0001955","2327NC","Invoice","NYC","6893245","Kubra","DEST","","E","N0","USD","0.07","0","0","0","0.07","INV0216148","2025-08-04","2025-08-01 8:13","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Hearst Television"
"1972135","0","C0001957","2439NC","EVBILL","NYC","","Kubra","DEST","","E","N0","USD","1137.9","0","0","0","1137.9","INV0215930","2025-08-04 2:23","2025-08-01 16:26","2025-07-31","2025-07-31","Shipped/Transferred","FMarquez","No","No","Eversource Energy"
"1971957","0","C0001957","13030NC","Reprints - iDoxs Bills","NYC","6893407","Kubra","DEST","","E","N0","USD","36.68","0","0","0","36.68","INV0217185","2025-09-03","2025-08-01 9:49","2025-08-01 9:49","2025-08-31","Shipped/Transferred","sa","No","No","Eversource Energy"
"1971596","0","C0001957","12596NC","EVBILLEGMA","NYC","6892409","Kubra","DEST","","E","N0","USD","7476.37","0","0","0","7476.37","INV0217184","2025-09-03","2025-08-01 2:26","2025-08-01 2:26","2025-08-31","Shipped/Transferred","sa","No","No","Eversource Energy"
"1971478","0","C0001957","2439NC","EVBILL","NYC","5025801","Kubra","DEST","","E","N0","USD","26602","0","0","0","26602","INV0216635","2025-08-05 11:36","2025-08-01 0:52","2025-08-01","2025-08-01","Shipped/Transferred","sa","No","No","Eversource Energy"
"1972144","0","C0001959","2373DL","Invoice","DAL","6893760","Kubra","DEST","","E","N0","USD","296.47","0","0","0","296.47","INV0217187","2025-09-03","2025-08-01 17:01","2025-08-01 17:01","2025-08-31","Shipped/Transferred","sa","No","No","Vertex - Lee County"
"1972091","0","C0001959","2388DL","Letter","DAL","6893648","Kubra","DEST","","E","N0","USD","441.38","0","0","0","441.38","INV0217188","2025-09-03","2025-08-01 14:46","2025-08-01 14:46","2025-08-31","Shipped/Transferred","sa","No","No","Vertex - Lee County"
"1972039","0","C0001959","2372DL","i-Doxs","DAL","6893343","Kubra","DEST","","E","N45","USD","4122.93","0","0","0","4122.93","INV0216570","2025-08-04","2025-08-01 13:18","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Vertex - Lee County"
"1971515","0","C0001960","2350NC","Invoice","NYC","6892287","Kubra","DEST","","E","N0","USD","352.97","0","0","0","352.97","INV0217190","2025-09-03","2025-08-01 1:17","2025-08-01 1:17","2025-08-31","Shipped/Transferred","sa","No","No","City of Richmond DPU"
"1972213","0","C0001961","1606DL","Bill","DAL","","Kubra","DEST","","E","N0","USD","2431.61","0","0","0","2431.61","INV0216184","2025-08-04","2025-08-01 19:49","2025-07-31","2025-07-31","Shipped/Transferred","FMarquez","No","No","ATMOS Energy Corporation"
"1972212","0","C0001961","1681DL","Letter","DAL","","Kubra","DEST","","E","N0","USD","321.05","0","0","0","321.05","INV0216502","2025-08-04","2025-08-01 19:46","2025-07-31","2025-07-31","Shipped/Transferred","FMarquez","No","No","ATMOS Energy Corporation"
"1971951","0","C0001961","1681DL","Letter","DAL","6893381","Kubra","DEST","","E","N0","USD","1836.05","0","0","0","1836.05","INV0217192","2025-09-03","2025-08-01 9:44","2025-08-01 9:44","2025-08-31","Shipped/Transferred","sa","No","No","ATMOS Energy Corporation"
"1971725","0","C0001962","2410LA","AR Notices","LA","6892849","Kubra","DEST","","E9","N0","USD","347.48","3.83","0","0","351.31","INV0216770","2025-09-02","2025-08-01 6:06","2025-08-01 6:06","2025-08-31","Shipped/Transferred","sa","No","No","San Diego Superior Court"
"1971701","0","C0001962","2419LA","CCMSNotices","LA","6892649","Kubra","DEST","","E9","N0","USD","315.07","4.53","0","0","319.6","INV0216771","2025-09-02","2025-08-01 5:21","2025-08-01 5:21","2025-08-31","Shipped/Transferred","sa","No","No","San Diego Superior Court"
"1971972","0","C0001964","3250NC","Bill","NYC","6892207","Kubra","DEST","","E7","N0","USD","114.64","1.45","0","0","116.09","INV0217196","2025-09-03","2025-08-01 10:15","2025-08-01 10:15","2025-08-31","Shipped/Transferred","sa","No","No","Chesapeake Utilities Corporation"
"1971932","0","C0001964","3251NC","Notice","NYC","6892377","Kubra","DEST","","E7","N0","USD","442.7","3.2","0","0","445.9","INV0217197","2025-09-03","2025-08-01 9:32","2025-08-01 9:32","2025-08-31","Shipped/Transferred","sa","No","No","Chesapeake Utilities Corporation"
"1971808","0","C0001964","2414NC","i-doxs","NYC","6893181","Kubra","DEST","","E","N0","USD","10275.62","0","0","0","10275.62","INV0216043","2025-08-04","2025-08-01 7:41","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Chesapeake Utilities Corporation"
"1971570","0","C0001964","12813NC","DTMLetter","NYC","6892382","Kubra","DEST","","E7","N0","USD","18.76","0.14","0","0","18.9","INV0217195","2025-09-03","2025-08-01 1:41","2025-08-01 1:41","2025-08-31","Shipped/Transferred","sa","No","No","Chesapeake Utilities Corporation"
"1971465","0","C0001964","2414NC","i-doxs","NYC","5025784","Kubra","DEST","","E","N0","USD","675","0","0","0","675","INV0215882","2025-08-04 2:15","2025-08-01 0:50","2025-07-31","2025-07-31","Shipped/Transferred","sa","No","No","Chesapeake Utilities Corporation"
"1971703","0","C0001968","2354NC","Non Energy Bills","NYC","6892661","Kubra","DEST","","E","N0","USD","18.44","0","0","0","18.44","INV0217198","2025-09-03","2025-08-01 5:21","2025-08-01 5:21","2025-08-31","Shipped/Transferred","sa","No","No","Eversource Energy"
"1971727","0","C0001979","13021NC","Special Event for PayByText","NYC","6892886","Kubra","DEST","","E","N0","USD","0","0","0","0","0","INV0217199","2025-09-03","2025-08-01 6:06","2025-08-01 6:06","2025-08-31","Shipped/Transferred","sa","No","No","Public Service Company of New Mexico"
"1972059","0","C0001980","2429LA","Inbound Bills","LA","6893520","Kubra","DEST","","E9","N0","USD","286.58","5.36","0","0","291.94","INV0216640","2025-08-10","2025-08-01 13:47","2025-08-01 13:47","2025-08-31","Shipped/Transferred","sa","No","No","Golden State Water Company"
