Order  #,Ext,Customer Code,Ship To,Ship To Name,Location,Customer PO No,Carrier,FOB,Attention,Tax Code,Terms,Currency,Total Order Amt,Total Tax,Total Discount,Freight Amt,Total Invoice,Invoice No,Invoice Date,Enter Date,Sch Ship Date,Ship Date,Status,Who Enter,Blanket,Multiple Ship To,,,,,,,,,,,,,,,,,,,,,,
1793584,0,C0002055,2738NC,61 Sundry Bills,NYC,6396531,Kubra,DEST,,E,N0,USD,1.25,0,0,0,1.25,INV0203861,2024-07-02,2024-06-03 4:35,2024-06-03 4:35,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1793573,0,C0002055,2738NC,61 Sundry Bills,NYC,6396417,Kubra,DEST,,E,N0,USD,0.47,0,0,0,0.47,INV0203861,2024-07-02,2024-06-03 3:50,2024-06-03 3:50,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1793517,0,C0002055,2738NC,61 Sundry Bills,NYC,6395983,Kubra,DEST,,E,N0,USD,1.46,0,0,0,1.46,INV0203861,2024-07-02,2024-06-02 11:30,2024-06-02 11:30,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1793200,0,C0002055,2738NC,61 Sundry Bills,NYC,6395320,Kubra,DEST,,E,N0,USD,4.78,0,0,0,4.78,INV0203861,2024-07-02,2024-06-01 4:35,2024-06-01 4:35,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1804415,0,C0002056,2787NC,56 NH LPB Disc Notices,NYC,6428392,Kubra,DEST,,E,N0,USD,1.41,0,0,0,1.41,INV0204191,2024-07-02,2024-06-29 1:36,2024-06-29 1:36,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1803868,0,C0002056,2787NC,56 NH LPB Disc Notices,NYC,6426849,Kubra,DEST,,E,N0,USD,2.71,0,0,0,2.71,INV0204191,2024-07-02,2024-06-28 0:57,2024-06-28 0:57,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1803314,0,C0002056,2787NC,56 NH LPB Disc Notices,NYC,6425325,Kubra,DEST,,E,N0,USD,1.58,0,0,0,1.58,INV0204191,2024-07-02,2024-06-27 0:59,2024-06-27 0:59,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1802755,0,C0002056,2787NC,56 NH LPB Disc Notices,NYC,6423789,Kubra,DEST,,E,N0,USD,3.14,0,0,0,3.14,INV0204191,2024-07-02,2024-06-26 0:57,2024-06-26 0:57,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1802205,0,C0002056,2787NC,56 NH LPB Disc Notices,NYC,6422212,Kubra,DEST,,E,N0,USD,2.18,0,0,0,2.18,INV0204191,2024-07-02,2024-06-25 0:56,2024-06-25 0:56,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1801574,0,C0002056,2787NC,56 NH LPB Disc Notices,NYC,6420117,Kubra,DEST,,E,N0,USD,2.96,0,0,0,2.96,INV0204191,2024-07-02,2024-06-22 0:55,2024-06-22 0:55,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1801069,0,C0002056,2787NC,56 NH LPB Disc Notices,NYC,6418599,Kubra,DEST,,E,N0,USD,1.93,0,0,0,1.93,INV0204191,2024-07-02,2024-06-21 0:56,2024-06-21 0:56,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1800552,0,C0002056,2787NC,56 NH LPB Disc Notices,NYC,6417131,Kubra,DEST,,E,N0,USD,1.58,0,0,0,1.58,INV0204191,2024-07-02,2024-06-20 0:54,2024-06-20 0:54,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1800222,0,C0002056,2787NC,56 NH LPB Disc Notices,NYC,6415805,Kubra,DEST,,E,N0,USD,3.39,0,0,0,3.39,INV0204191,2024-07-02,2024-06-19 3:52,2024-06-19 3:52,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1799574,0,C0002056,2787NC,56 NH LPB Disc Notices,NYC,6414250,Kubra,DEST,,E,N0,USD,1.58,0,0,0,1.58,INV0204191,2024-07-02,2024-06-18 1:36,2024-06-18 1:36,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1799002,0,C0002056,2787NC,56 NH LPB Disc Notices,NYC,6412070,Kubra,DEST,,E,N0,USD,3.39,0,0,0,3.39,INV0204191,2024-07-02,2024-06-15 0:54,2024-06-15 0:54,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1798468,0,C0002056,2787NC,56 NH LPB Disc Notices,NYC,6410533,Kubra,DEST,,E,N0,USD,2.27,0,0,0,2.27,INV0204191,2024-07-02,2024-06-14 0:55,2024-06-14 0:55,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1797937,0,C0002056,2787NC,56 NH LPB Disc Notices,NYC,6409027,Kubra,DEST,,E,N0,USD,2.18,0,0,0,2.18,INV0204191,2024-07-02,2024-06-13 0:56,2024-06-13 0:56,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1797386,0,C0002056,2787NC,56 NH LPB Disc Notices,NYC,6407516,Kubra,DEST,,E,N0,USD,5.2,0,0,0,5.2,INV0204191,2024-07-02,2024-06-12 0:54,2024-06-12 0:54,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1796859,0,C0002056,2787NC,56 NH LPB Disc Notices,NYC,6405942,Kubra,DEST,,E,N0,USD,4.51,0,0,0,4.51,INV0204191,2024-07-02,2024-06-11 0:53,2024-06-11 0:53,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1796256,0,C0002056,2787NC,56 NH LPB Disc Notices,NYC,6403832,Kubra,DEST,,E,N0,USD,3.22,0,0,0,3.22,INV0204191,2024-07-02,2024-06-08 0:55,2024-06-08 0:55,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1795720,0,C0002056,2787NC,56 NH LPB Disc Notices,NYC,6402293,Kubra,DEST,,E,N0,USD,2.44,0,0,0,2.44,INV0204191,2024-07-02,2024-06-07 0:55,2024-06-07 0:55,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1795168,0,C0002056,2787NC,56 NH LPB Disc Notices,NYC,6400790,Kubra,DEST,,E,N0,USD,2.61,0,0,0,2.61,INV0204191,2024-07-02,2024-06-06 0:52,2024-06-06 0:52,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794504,0,C0002056,2787NC,56 NH LPB Disc Notices,NYC,6399056,Kubra,DEST,,E,N0,USD,2.53,0,0,0,2.53,INV0204191,2024-07-02,2024-06-05 0:54,2024-06-05 0:54,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794030,0,C0002056,2787NC,56 NH LPB Disc Notices,NYC,6397528,Kubra,DEST,,E,N0,USD,4.51,0,0,0,4.51,INV0204191,2024-07-02,2024-06-04 0:55,2024-06-04 0:55,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1793129,0,C0002056,2787NC,56 NH LPB Disc Notices,NYC,6395203,Kubra,DEST,,E,N0,USD,1.32,0,0,0,1.32,INV0204191,2024-07-02,2024-06-01 0:55,2024-06-01 0:55,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1804414,0,C0002057,2847NC,56 NH LPB Bills,NYC,6428391,Kubra,DEST,,E,N0,USD,28.74,0,0,0,28.74,INV0203952,2024-07-02,2024-06-29 1:36,2024-06-29 1:36,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1803867,0,C0002057,2847NC,56 NH LPB Bills,NYC,6426848,Kubra,DEST,,E,N0,USD,77.6,0,0,0,77.6,INV0203952,2024-07-02,2024-06-28 0:57,2024-06-28 0:57,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1803313,0,C0002057,2847NC,56 NH LPB Bills,NYC,6425324,Kubra,DEST,,E,N0,USD,35.1,0,0,0,35.1,INV0203952,2024-07-02,2024-06-27 0:59,2024-06-27 0:59,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1802754,0,C0002057,2847NC,56 NH LPB Bills,NYC,6423788,Kubra,DEST,,E,N0,USD,47.34,0,0,0,47.34,INV0203952,2024-07-02,2024-06-26 0:57,2024-06-26 0:57,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1802204,0,C0002057,2847NC,56 NH LPB Bills,NYC,6422211,Kubra,DEST,,E,N0,USD,64.26,0,0,0,64.26,INV0203952,2024-07-02,2024-06-25 0:56,2024-06-25 0:56,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1801573,0,C0002057,2847NC,56 NH LPB Bills,NYC,6420116,Kubra,DEST,,E,N0,USD,130.95,0,0,0,130.95,INV0203952,2024-07-02,2024-06-22 0:55,2024-06-22 0:55,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1801068,0,C0002057,2847NC,56 NH LPB Bills,NYC,6418598,Kubra,DEST,,E,N0,USD,64.04,0,0,0,64.04,INV0203952,2024-07-02,2024-06-21 0:56,2024-06-21 0:56,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1800551,0,C0002057,2847NC,56 NH LPB Bills,NYC,6417130,Kubra,DEST,,E,N0,USD,30.23,0,0,0,30.23,INV0203952,2024-07-02,2024-06-20 0:54,2024-06-20 0:54,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1800242,0,C0002057,2847NC,56 NH LPB Bills,NYC,6415804,Kubra,DEST,,E,N0,USD,116.05,0,0,0,116.05,INV0203952,2024-07-02,2024-06-19 4:36,2024-06-19 4:36,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1799573,0,C0002057,2847NC,56 NH LPB Bills,NYC,6414249,Kubra,DEST,,E,N0,USD,37.22,0,0,0,37.22,INV0203952,2024-07-02,2024-06-18 1:36,2024-06-18 1:36,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1799001,0,C0002057,2847NC,56 NH LPB Bills,NYC,6412069,Kubra,DEST,,E,N0,USD,93.6,0,0,0,93.6,INV0203952,2024-07-02,2024-06-15 0:54,2024-06-15 0:54,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1798467,0,C0002057,2847NC,56 NH LPB Bills,NYC,6410532,Kubra,DEST,,E,N0,USD,85.01,0,0,0,85.01,INV0203952,2024-07-02,2024-06-14 0:55,2024-06-14 0:55,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1797936,0,C0002057,2847NC,56 NH LPB Bills,NYC,6409025,Kubra,DEST,,E,N0,USD,63.42,0,0,0,63.42,INV0203952,2024-07-02,2024-06-13 0:56,2024-06-13 0:56,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1797385,0,C0002057,2847NC,56 NH LPB Bills,NYC,6407515,Kubra,DEST,,E,N0,USD,326.98,0,0,0,326.98,INV0203952,2024-07-02,2024-06-12 0:54,2024-06-12 0:54,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1796858,0,C0002057,2847NC,56 NH LPB Bills,NYC,6405941,Kubra,DEST,,E,N0,USD,235.35,0,0,0,235.35,INV0203952,2024-07-02,2024-06-11 0:53,2024-06-11 0:53,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1796255,0,C0002057,2847NC,56 NH LPB Bills,NYC,6403831,Kubra,DEST,,E,N0,USD,169.29,0,0,0,169.29,INV0203952,2024-07-02,2024-06-08 0:55,2024-06-08 0:55,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1795719,0,C0002057,2847NC,56 NH LPB Bills,NYC,6402292,Kubra,DEST,,E,N0,USD,105.4,0,0,0,105.4,INV0203952,2024-07-02,2024-06-07 0:55,2024-06-07 0:55,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1795167,0,C0002057,2847NC,56 NH LPB Bills,NYC,6400788,Kubra,DEST,,E,N0,USD,70.88,0,0,0,70.88,INV0203952,2024-07-02,2024-06-06 0:52,2024-06-06 0:52,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794503,0,C0002057,2847NC,56 NH LPB Bills,NYC,6399055,Kubra,DEST,,E,N0,USD,69.55,0,0,0,69.55,INV0203952,2024-07-02,2024-06-05 0:54,2024-06-05 0:54,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794029,0,C0002057,2847NC,56 NH LPB Bills,NYC,6397527,Kubra,DEST,,E,N0,USD,192.04,0,0,0,192.04,INV0203952,2024-07-02,2024-06-04 0:55,2024-06-04 0:55,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1793128,0,C0002057,2847NC,56 NH LPB Bills,NYC,6395202,Kubra,DEST,,E,N0,USD,180.92,0,0,0,180.92,INV0203952,2024-07-02,2024-06-01 0:55,2024-06-01 0:55,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1804829,0,C0002059,2839DL,New Mexico Water iDoxs,DAL,6429839,Kubra,DEST,,E14,N0,USD,76.47,6.31,0,0,82.78,INV0204332,2024-07-02,2024-07-01 7:18,2024-06-30,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1804576,0,C0002060,2337DL,Invoice,DAL,,Kubra,DEST,,E14,N0,USD,229.27,18.92,0,0,248.19,INV0203935,2024-07-02,2024-06-30 8:47,2024-06-30,2024-06-30 8:48,Shipped/Transferred,FMarquez,No,No,,,,,,,,,,,,,,,,,,,,,,
1804116,0,C0002060,2337DL,Invoice,DAL,6427683,Kubra,DEST,,E14,N0,USD,4.92,0.23,0,0,5.15,INV0203935,2024-07-02,2024-06-28 13:15,2024-06-28 13:15,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1800340,0,C0002060,2337DL,Invoice,DAL,6416447,Kubra,DEST,,E14,N0,USD,4659.63,115.23,0,0,4774.86,INV0203935,2024-07-02,2024-06-19 10:16,2024-06-19 10:16,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1799400,0,C0002060,2337DL,Invoice,DAL,6413780,Kubra,DEST,,E14,N0,USD,6793.36,155,0,0,6948.36,INV0203935,2024-07-02,2024-06-17 19:15,2024-06-17 19:15,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1797589,0,C0002060,2337DL,Invoice,DAL,6408162,Kubra,DEST,,E14,N0,USD,9.7,0.32,0,0,10.02,INV0203935,2024-07-02,2024-06-12 8:01,2024-06-12 8:01,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1795471,0,C0002060,2337DL,Invoice,DAL,6401690,Kubra,DEST,,E14,N0,USD,7.9,0.19,0,0,8.09,INV0203935,2024-07-02,2024-06-06 13:15,2024-06-06 13:15,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794824,0,C0002060,2337DL,Invoice,DAL,6399891,Kubra,DEST,,E14,N0,USD,5336.36,125.01,0,0,5461.37,INV0203935,2024-07-02,2024-06-05 15:30,2024-06-05 15:30,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794754,0,C0002060,2337DL,Invoice,DAL,6399826,Kubra,DEST,,E14,N0,USD,1811.72,41.48,0,0,1853.2,INV0203935,2024-07-02,2024-06-05 11:00,2024-06-05 11:00,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794732,0,C0002060,2337DL,Invoice,DAL,6398640,Kubra,DEST,,E14,N0,USD,20983.17,453.22,0,0,21436.39,INV0203935,2024-07-02,2024-06-05 10:15,2024-06-05 10:15,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1793507,0,C0002060,2337DL,Invoice,DAL,6396032,Kubra,DEST,,E14,N0,USD,0.85,0.01,0,0,0.86,INV0203935,2024-07-02,2024-06-02 10:00,2024-06-02 10:00,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1801287,0,C0002066,2751DL,One Off Letter,DAL,6419362,Kubra,DEST,,E,N0,USD,56.82,0,0,0,56.82,INV0203989,2024-07-02,2024-06-21 11:00,2024-06-21 11:00,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1799945,0,C0002066,2751DL,One Off Letter,DAL,6415326,Kubra,DEST,,E,N0,USD,13.75,0,0,0,13.75,INV0203989,2024-07-02,2024-06-18 17:45,2024-06-18 17:45,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1804538,0,C0002067,3389DL,Bill XML 2020,DAL,6428681,KUBRA,DEST,,E,N0,USD,3664.97,0,0,0,3664.97,INV0204095,2024-07-02,2024-06-29 10:17,2024-06-29 10:17,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1804073,0,C0002067,3389DL,Bill XML 2020,DAL,6427573,KUBRA,DEST,,E,N0,USD,2936.76,0,0,0,2936.76,INV0204095,2024-07-02,2024-06-28 10:16,2024-06-28 10:16,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1803507,0,C0002067,3389DL,Bill XML 2020,DAL,6426047,KUBRA,DEST,,E,N0,USD,3345.01,0,0,0,3345.01,INV0204095,2024-07-02,2024-06-27 10:16,2024-06-27 10:16,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1803060,0,C0002067,3389DL,Bill XML 2020,DAL,,KUBRA,DEST,,E,N0,USD,289,0,0,0,289,INV0203673,2024-07-02 1:21,2024-06-26 17:30,2024-06-30,2024-06-30,Shipped/Transferred,FMarquez,No,No,,,,,,,,,,,,,,,,,,,,,,
1802942,0,C0002067,3389DL,Bill XML 2020,DAL,6424495,KUBRA,DEST,,E,N0,USD,2392.85,0,0,0,2392.85,INV0204095,2024-07-02,2024-06-26 10:16,2024-06-26 10:16,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1802399,0,C0002067,3389DL,Bill XML 2020,DAL,6422949,KUBRA,DEST,,E,N0,USD,3132.53,0,0,0,3132.53,INV0204095,2024-07-02,2024-06-25 10:16,2024-06-25 10:16,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1801720,0,C0002067,3389DL,Bill XML 2020,DAL,6420381,KUBRA,DEST,,E,N0,USD,1740.1,0,0,0,1740.1,INV0204095,2024-07-02,2024-06-22 11:00,2024-06-22 11:00,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1801284,0,C0002067,3389DL,Bill XML 2020,DAL,6419321,KUBRA,DEST,,E,N0,USD,1479.51,0,0,0,1479.51,INV0204095,2024-07-02,2024-06-21 11:00,2024-06-21 11:00,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1800753,0,C0002067,3389DL,Bill XML 2020,DAL,6417825,KUBRA,DEST,,E,N0,USD,1744.5,0,0,0,1744.5,INV0204095,2024-07-02,2024-06-20 11:00,2024-06-20 11:00,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1800349,0,C0002067,3389DL,Bill XML 2020,DAL,6416469,KUBRA,DEST,,E,N0,USD,1337.82,0,0,0,1337.82,INV0204095,2024-07-02,2024-06-19 11:00,2024-06-19 11:00,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1799840,0,C0002067,3389DL,Bill XML 2020,DAL,6414966,KUBRA,DEST,,E,N0,USD,1555.32,0,0,0,1555.32,INV0204095,2024-07-02,2024-06-18 11:00,2024-06-18 11:00,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1799143,0,C0002067,3389DL,Bill XML 2020,DAL,6412378,KUBRA,DEST,,E,N0,USD,821.79,0,0,0,821.79,INV0204095,2024-07-02,2024-06-15 11:00,2024-06-15 11:00,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1798705,0,C0002067,3389DL,Bill XML 2020,DAL,6411290,KUBRA,DEST,,E,N0,USD,1616.44,0,0,0,1616.44,INV0204095,2024-07-02,2024-06-14 11:00,2024-06-14 11:00,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1798162,0,C0002067,3389DL,Bill XML 2020,DAL,6409783,KUBRA,DEST,,E,N0,USD,1609.62,0,0,0,1609.62,INV0204095,2024-07-02,2024-06-13 11:00,2024-06-13 11:00,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1797628,0,C0002067,3389DL,Bill XML 2020,DAL,6408257,KUBRA,DEST,,E,N0,USD,1290.08,0,0,0,1290.08,INV0204095,2024-07-02,2024-06-12 10:16,2024-06-12 10:16,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1797109,0,C0002067,3389DL,Bill XML 2020,DAL,6406734,KUBRA,DEST,,E,N0,USD,1516.09,0,0,0,1516.09,INV0204095,2024-07-02,2024-06-11 10:16,2024-06-11 10:16,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1796578,0,C0002067,3389DL,Bill XML 2020,DAL,6405211,KUBRA,DEST,,E,N0,USD,1359.38,0,0,0,1359.38,INV0204095,2024-07-02,2024-06-10 10:16,2024-06-10 10:16,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1796386,0,C0002067,3389DL,Bill XML 2020,DAL,6404123,KUBRA,DEST,,E,N0,USD,659.65,0,0,0,659.65,INV0204095,2024-07-02,2024-06-08 10:15,2024-06-08 10:15,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1795960,0,C0002067,3389DL,Bill XML 2020,DAL,6403055,KUBRA,DEST,,E,N0,USD,2007.67,0,0,0,2007.67,INV0204095,2024-07-02,2024-06-07 10:16,2024-06-07 10:16,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1795427,0,C0002067,3389DL,Bill XML 2020,DAL,6401519,KUBRA,DEST,,E,N0,USD,1352.64,0,0,0,1352.64,INV0204095,2024-07-02,2024-06-06 10:16,2024-06-06 10:16,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794746,0,C0002067,3389DL,Bill XML 2020,DAL,6399788,KUBRA,DEST,,E,N0,USD,2211.4,0,0,0,2211.4,INV0204095,2024-07-02,2024-06-05 10:16,2024-06-05 10:16,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1794227,0,C0002067,3389DL,Bill XML 2020,DAL,6398269,KUBRA,DEST,,E,N0,USD,2266.62,0,0,0,2266.62,INV0204095,2024-07-02,2024-06-04 10:16,2024-06-04 10:16,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1793648,0,C0002067,3389DL,Bill XML 2020,DAL,6396743,KUBRA,DEST,,E,N0,USD,1890.98,0,0,0,1890.98,INV0204095,2024-07-02,2024-06-03 10:16,2024-06-03 10:16,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1793466,0,C0002067,3389DL,Bill XML 2020,DAL,6395783,KUBRA,DEST,,E,N0,USD,214.6,0,0,0,214.6,INV0204095,2024-07-02,2024-06-01 10:16,2024-06-01 10:16,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1805089,0,C0002069,2929DL,Bill,DAL,,Kubra,DEST,,E,N0,USD,916.36,0,0,0,916.36,INV0203763,2024-07-02 1:26,2024-07-01 18:04,2024-06-30,2024-06-30,Shipped/Transferred,FMarquez,No,No,,,,,,,,,,,,,,,,,,,,,,
1804913,0,C0002069,2929DL,Bill,DAL,,Kubra,DEST,,E,N0,USD,21544.42,0,0,0,21544.42,INV0203737,2024-07-02 1:25,2024-07-01 8:39,2024-06-30,2024-06-30,Shipped/Transferred,FMarquez,No,No,,,,,,,,,,,,,,,,,,,,,,
1804819,0,C0002069,2929DL,Bill,DAL,6429825,Kubra,DEST,,E,N0,USD,11197.5,0,0,0,11197.5,INV0204286,2024-07-02,2024-07-01 7:17,2024-06-30,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1804499,0,C0002069,3354DL,BillXML,DAL,6428466,Kubra,DEST,,E,N0,USD,1124.67,0,0,0,1124.67,INV0204369,2024-07-02,2024-06-29 6:05,2024-06-29 6:05,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1804450,0,C0002069,3353DL,TopLetterXML,DAL,6428454,Kubra,DEST,,E,N0,USD,151.73,0,0,0,151.73,INV0203912,2024-07-02,2024-06-29 3:06,2024-06-29 3:06,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1804449,0,C0002069,3355DL,BottomLetterXML,DAL,6428453,Kubra,DEST,,E,N0,USD,17.57,0,0,0,17.57,INV0203808,2024-07-02,2024-06-29 3:06,2024-06-29 3:06,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1803941,0,C0002069,3354DL,BillXML,DAL,6427051,Kubra,DEST,,E,N0,USD,1398.96,0,0,0,1398.96,INV0204369,2024-07-02,2024-06-28 3:05,2024-06-28 3:05,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1803939,0,C0002069,3353DL,TopLetterXML,DAL,6427037,Kubra,DEST,,E,N0,USD,138.62,0,0,0,138.62,INV0203912,2024-07-02,2024-06-28 3:05,2024-06-28 3:05,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1803938,0,C0002069,3355DL,BottomLetterXML,DAL,6427035,Kubra,DEST,,E,N0,USD,101.44,0,0,0,101.44,INV0203808,2024-07-02,2024-06-28 3:05,2024-06-28 3:05,2024-06-30,Shipped/Transferred,sa,No,No,,,,,,,,,,,,,,,,,,,,,,
1803581,0,C0002069,2929DL,Bill,DAL,,Kubra,DEST,,E,N0,USD,500,0,0,0,500,INV0203676,2024-07-02 1:21,2024-06-27 14:07,2024-06-30,2024-06-30,Shipped/Transferred,FMarquez,No,No,,,,,,,,,,,,,,,,,,,,,,
